DAL,"Delta Air Lines Inc",62.05,-0.11,-0.18%,62.37,62,1709,"09:33 ET"
DE,"Deere & Company",169.34,-1.05,-0.62%,170.44,169.55,413,"09:33 ET"
DFS,"Discover Financial Services",92.42,-0.48999999999999,-0.53%,92.6,92.96,152,"09:33 ET"
DG,"Dollar General Corp",137.07,-0.90000000000001,-0.65%,137.97,137.16,1281300,07/29/19
DGX,"Quest Diagnostics Inc",101.65,0.37,+0.37%,101.65,101.01,1029500,07/29/19
DHI,"D.R. Horton",44.21,-0.29,-0.65%,44.48,44.18,3405800,07/29/19
DHR,"Danaher Corp",142.19,-0.090000000000003,-0.06%,142.28,141.96,1567700,07/29/19
DIS,"Walt Disney Company",146.26,1.61,+1.11%,146.45,145.2,10320,"09:34 ET"
DISCA,"Discovery Comm A",31.46,-0.009999999999998,-0.03%,31.57,31.2,2806700,07/29/19
DISCK,"Discovery Comm Inc",29.21,-0.050000000000001,-0.17%,29.37,29.03,1393000,07/29/19
DISH,"Dish Network Corp",38.54,-0.97,-2.46%,38.85,38.5,11187,"09:33 ET"
DLR,"Digital Realty Trust",112.23,0.7,+0.63%,112.35,110.89,1493900,07/29/19
DLTR,"Dollar Tree Inc",105.78,-0.31999999999999,-0.30%,106.01,105.85,1504600,07/29/19
DOV,"Dover Corp",98.15,-0.059999999999988,-0.06%,98.15,98,631600,07/29/19
DOW,"Dow Inc",48.61,-0.5,-1.02%,48.83,48.57,8101,"09:33 ET"
DRE,"Duke Realty Corp",33.46,0.24,+0.72%,33.54,33.19,1996100,07/26/19
DRI,"Darden Restaurants",126.25,0.29000000000001,+0.23%,126.25,123.71,827400,07/29/19
DTE,"Dte Energy Company",129.6,0.22999999999999,+0.18%,129.82,127.71,930700,07/29/19
DUK,"Duke Energy Corp",87.16,0.25,+0.29%,87.39,86.27,2425900,07/29/19
DVA,"Davita Healthcare Partners Inc",59.56,0.16,+0.27%,59.61,58.47,2103000,07/29/19
DVN,"Devon Energy Corp",25.32,-0.22,-0.86%,25.57,25.34,4823500,07/29/19
